fila_limpia,conjunto
21631,validacion
21632,test
21633,train
21634,test
21635,train
21636,train
21637,train
21638,train
21639,train
21640,train
21641,test
21642,train
21643,train
21644,train
21645,train
21646,train
21647,validacion
21648,validacion
21649,validacion
21650,train
21651,train
21652,validacion
21653,train
21654,train
21655,train
21656,train
21657,train
21658,validacion
21659,train
21660,train
21661,train
21662,validacion
21663,train
21664,train
21665,train
21666,train
21667,validacion
21668,validacion
21669,train
21670,train
21671,train
21672,train
21673,train
21674,validacion
21675,test
21676,test
21677,train
21678,validacion
21679,test
21680,validacion
21681,train
21682,test
21683,train
21684,train
21685,train
21686,validacion
21687,train
21688,test
21689,validacion
21690,train
21691,validacion
21692,train
21693,train
21694,train
21695,train
21696,train
21697,test
21698,train
21699,test
21700,test
21701,train
21702,train
21703,test
21704,train
21705,train
21706,test
21707,train
21708,test
21709,validacion
21710,train
21711,validacion
21712,train
21713,train
21714,train
21715,train
21716,train
21717,test
21718,train
21719,train
21720,validacion
21721,train
21722,train
21723,train
21724,test
21725,test
21726,train
21727,train
21728,train
21729,train
21730,validacion
21731,train
21732,train
21733,test
21734,train
21735,train
21736,validacion
21737,train
21738,validacion
21739,train
21740,test
21741,train
21742,train
21743,train
21744,validacion
21745,train
21746,train
21747,validacion
21748,train
21749,validacion
21750,train
21751,test
21752,train
21753,train
21754,train
21755,validacion
21756,validacion
21757,validacion
21758,train
21759,test
21760,train
21761,validacion
21762,train
21763,train
21764,validacion
21765,train
21766,train
21767,validacion
21768,train
21769,validacion
21770,train
21771,train
21772,train
21773,train
21774,train
21775,train
21776,validacion
21777,train
21778,train
21779,train
21780,train
21781,train
21782,train
21783,validacion
21784,train
21785,train
21786,train
21787,train
21788,validacion
21789,train
21790,train
21791,train
21792,train
21793,test
21794,train
21795,train
21796,train
21797,train
21798,train
21799,train
21800,validacion
21801,test
21802,train
21803,train
21804,train
21805,test
21806,train
21807,test
21808,validacion
21809,train
21810,train
21811,train
21812,train
21813,train
21814,train
21815,train
21816,train
21817,test
21818,train
21819,test
21820,train
21821,train
21822,validacion
21823,train
21824,train
21825,validacion
21826,validacion
21827,test
21828,train
21829,train
21830,train
21831,validacion
21832,train
21833,train
21834,train
21835,train
21836,test
21837,test
21838,train
21839,train
21840,train
21841,train
21842,train
21843,validacion
21844,validacion
21845,train
21846,train
21847,test
21848,test
21849,train
21850,train
21851,test
21852,train
21853,train
21854,test
21855,train
21856,train
21857,train
21858,train
21859,test
21860,validacion
21861,train
21862,train
21863,train
21864,validacion
21865,test
21866,train
21867,train
21868,train
21869,train
21870,validacion
21871,train
21872,train
21873,validacion
21874,train
21875,test
21876,train
21877,train
21878,train
21879,validacion
21880,train
21881,train
21882,validacion
21883,train
21884,validacion
21885,validacion
21886,train
21887,train
21888,train
21889,train
21890,test
21891,train
21892,train
21893,train
21894,test
21895,train
21896,train
21897,train
21898,validacion
21899,test
21900,test
21901,train
21902,train
21903,validacion
21904,train
21905,train
21906,train
21907,train
21908,train
21909,train
21910,validacion
21911,test
21912,train
21913,train
21914,test
21915,train
21916,validacion
21917,test
21918,validacion
21919,train
21920,validacion
21921,train
21922,train
21923,train
21924,train
21925,validacion
21926,train
21927,test
21928,train
21929,train
21930,train
21931,train
21932,train
21933,train
21934,test
21935,train
21936,validacion
21937,train
21938,test
21939,train
21940,train
21941,test
21942,train
21943,train
21944,train
21945,train
21946,train
21947,train
21948,test
21949,train
21950,test
21951,train
21952,train
21953,train
21954,train
21955,validacion
21956,train
21957,train
21958,train
21959,train
21960,train
21961,train
21962,validacion
21963,train
21964,train
21965,validacion
21966,validacion
21967,test
21968,train
21969,train
21970,train
21971,test
21972,train
21973,train
21974,train
21975,train
21976,validacion
21977,train
21978,train
21979,train
21980,test
21981,train
21982,train
21983,train
21984,validacion
21985,train
21986,train
21987,train
21988,test
21989,validacion
21990,train
21991,train
21992,validacion
21993,validacion
21994,train
21995,train
21996,validacion
21997,train
21998,train
21999,train
22000,train
22001,train
22002,train
22003,train
22004,train
22005,train
22006,train
22007,train
22008,train
22009,train
22010,validacion
22011,validacion
22012,train
22013,train
22014,train
22015,train
22016,train
22017,test
22018,train
22019,test
22020,train
22021,train
22022,train
22023,train
22024,train
22025,train
22026,validacion
22027,test
22028,train
22029,train
22030,train
22031,train
22032,test
22033,test
22034,train
22035,train
22036,train
22037,train
22038,train
22039,validacion
22040,train
22041,train
22042,test
22043,validacion
22044,test
22045,test
22046,train
22047,test
22048,train
22049,test
22050,validacion
22051,train
22052,train
22053,train
22054,train
22055,train
22056,test
22057,train
22058,train
22059,validacion
22060,test
22061,validacion
22062,train
22063,train
22064,train
22065,train
22066,validacion
22067,train
22068,train
22069,test
22070,train
22071,validacion
22072,train
22073,train
22074,train
22075,train
22076,train
22077,train
22078,train
22079,train
22080,train
22081,train
22082,validacion
22083,train
22084,validacion
22085,train
22086,validacion
22087,train
22088,train
22089,validacion
22090,train
22091,train
22092,test
22093,validacion
22094,train
22095,train
22096,train
22097,train
22098,train
22099,train
22100,test
22101,train
22102,test
22103,validacion
22104,train
22105,test
22106,train
22107,train
22108,train
22109,validacion
22110,train
22111,train
22112,train
22113,test
22114,train
22115,train
22116,validacion
22117,train
22118,train
22119,train
22120,train
22121,train
22122,validacion
22123,test
22124,train
22125,train
22126,train
22127,train
22128,train
22129,train
22130,train
22131,train
22132,train
22133,validacion
22134,train
22135,validacion
22136,train
22137,train
22138,test
22139,train
22140,validacion
22141,train
22142,train
22143,test
22144,train
22145,train
22146,train
22147,validacion
22148,test
22149,train
22150,train
22151,train
22152,train
22153,train
22154,validacion
22155,validacion
22156,train
22157,train
22158,test
22159,train
22160,validacion
22161,train
22162,train
22163,train
22164,test
22165,train
22166,train
22167,train
22168,train
22169,validacion
22170,train
22171,train
22172,train
22173,train
22174,train
22175,validacion
22176,validacion
22177,validacion
22178,train
22179,train
22180,validacion
22181,train
22182,train
22183,train
22184,train
22185,train
22186,test
22187,train
22188,train
22189,train
22190,train
22191,train
22192,train
22193,train
22194,test
22195,validacion
22196,train
22197,train
22198,test
22199,train
22200,train
22201,train
22202,validacion
22203,train
22204,train
22205,train
22206,train
22207,train
22208,train
22209,train
22210,validacion
22211,train
22212,test
22213,train
22214,test
22215,train
22216,train
22217,train
22218,train
22219,train
22220,train
22221,test
22222,train
22223,train
22224,validacion
22225,train
22226,train
22227,train
22228,validacion
22229,test
22230,train
22231,train
22232,test
22233,train
22234,train
22235,train
22236,train
22237,validacion
22238,train
22239,train
22240,train
22241,test
22242,train
22243,validacion
22244,validacion
22245,train
22246,train
22247,train
22248,train
22249,test
22250,train
22251,train
22252,test
22253,train
22254,train
22255,train
22256,train
22257,test
22258,validacion
22259,train
22260,train
22261,train
22262,train
22263,train
22264,train
22265,train
22266,train
22267,train
22268,validacion
22269,train
22270,train
22271,train
22272,test
22273,train
22274,train
22275,test
22276,train
22277,train
22278,train
22279,validacion
22280,train
22281,train
22282,train
22283,train
22284,train
22285,test
22286,validacion
22287,validacion
22288,validacion
22289,test
22290,train
22291,train
22292,train
22293,train
22294,train
22295,train
22296,test
22297,train
22298,train
22299,train
22300,train
22301,test
22302,train
22303,train
22304,train
22305,train
22306,train
22307,train
22308,train
22309,train
22310,train
22311,train
22312,train
22313,validacion
22314,train
22315,train
22316,train
22317,validacion
22318,validacion
22319,train
22320,train
22321,train
22322,train
22323,train
22324,test
22325,train
22326,train
22327,validacion
22328,train
22329,train
22330,test
22331,train
22332,train
22333,test
22334,validacion
22335,train
22336,train
22337,train
22338,train
22339,train
22340,train
22341,test
22342,train
22343,train
22344,train
22345,test
22346,validacion
22347,train
22348,test
22349,test
22350,train
22351,test
22352,train
22353,validacion
22354,test
22355,validacion
22356,train
22357,train
22358,train
22359,train
22360,train
22361,train
22362,train
22363,train
22364,test
22365,train
22366,validacion
22367,test
22368,validacion
22369,train
22370,train
22371,train
22372,train
22373,validacion
22374,train
22375,train
22376,train
22377,validacion
22378,train
22379,train
22380,test
22381,train
22382,train
22383,validacion
22384,train
22385,train
22386,train
22387,test
22388,validacion
22389,validacion
22390,test
22391,validacion
22392,validacion
22393,train
22394,train
22395,train
22396,train
22397,train
22398,test
22399,train
22400,validacion
22401,validacion
22402,train
22403,validacion
22404,train
22405,validacion
22406,train
22407,train
22408,train
22409,train
22410,test
22411,train
22412,train
22413,train
22414,train
22415,train
22416,train
22417,train
22418,train
22419,train
22420,validacion
22421,validacion
22422,train
22423,train
22424,train
22425,train
22426,train
22427,train
22428,test
22429,train
22430,validacion
22431,train
22432,train
22433,train
22434,validacion
22435,train
22436,validacion
22437,train
22438,validacion
22439,train
22440,train
22441,train
22442,train
22443,test
22444,train
22445,test
22446,train
22447,train
22448,test
22449,train
22450,test
22451,validacion
22452,train
22453,train
22454,train
22455,train
22456,train
22457,train
22458,train
22459,train
22460,train
22461,train
22462,train
22463,train
22464,train
22465,validacion
22466,validacion
22467,train
22468,train
22469,train
22470,train
22471,train
22472,train
22473,test
22474,validacion
22475,validacion
22476,train
22477,train
22478,train
22479,train
22480,train
22481,train
22482,train
22483,train
22484,test
22485,train
22486,train
22487,train
22488,test
22489,train
22490,validacion
22491,train
22492,train
22493,test
22494,test
22495,train
22496,validacion
22497,train
22498,validacion
22499,train
22500,train
22501,train
22502,train
22503,train
22504,train
22505,train
22506,train
22507,train
22508,train
22509,test
22510,train
22511,test
22512,test
22513,train
22514,test
22515,validacion
22516,test
22517,train
22518,train
22519,test
22520,train
22521,train
22522,validacion
22523,train
22524,train
22525,validacion
22526,train
22527,train
22528,train
22529,train
22530,train
22531,train
22532,train
22533,train
22534,train
22535,test
22536,validacion
22537,train
22538,train
22539,train
22540,test
22541,test
22542,train
22543,validacion
22544,validacion
22545,train
22546,validacion
22547,validacion
22548,validacion
22549,train
22550,train
22551,train
22552,train
22553,train
22554,train
22555,test
22556,train
22557,test
22558,train
22559,validacion
22560,validacion
22561,train
22562,test
22563,train
22564,train
22565,train
22566,test
22567,train
22568,test
22569,train
22570,train
22571,train
22572,train
22573,test
22574,train
22575,test
22576,validacion
22577,train
22578,train
22579,train
22580,validacion
22581,train
22582,train
22583,train
22584,train
22585,train
22586,test
22587,test
22588,train
22589,train
22590,test
22591,train
22592,train
22593,validacion
22594,train
22595,train
22596,train
22597,train
22598,train
22599,test
22600,test
22601,train
22602,test
22603,train
22604,train
22605,train
22606,validacion
22607,train
22608,train
22609,test
22610,train
22611,train
22612,train
22613,train
22614,test
22615,train
22616,train
22617,train
22618,validacion
22619,test
22620,train
22621,train
22622,train
22623,train
22624,train
22625,validacion
22626,train
22627,validacion
22628,test
22629,train
22630,train
22631,train
22632,train
22633,validacion
22634,validacion
22635,train
22636,train
22637,train
22638,train
22639,train
22640,validacion
22641,train
22642,train
22643,test
22644,train
22645,train
22646,train
22647,train
22648,test
22649,train
22650,train
22651,train
22652,train
22653,test
22654,validacion
22655,train
22656,train
22657,train
22658,train
22659,train
22660,train
22661,test
22662,test
22663,test
22664,train
22665,train
22666,train
22667,validacion
22668,train
22669,test
22670,train
22671,train
22672,validacion
22673,train
22674,train
22675,validacion
22676,train
22677,validacion
22678,train
22679,validacion
22680,train
22681,train
22682,train
22683,test
22684,test
22685,test
22686,validacion
22687,train
22688,train
22689,train
22690,train
22691,train
22692,train
22693,train
22694,train
22695,train
22696,train
22697,train
22698,test
22699,train
22700,train
22701,train
22702,test
22703,train
22704,validacion
22705,train
22706,train
22707,test
22708,train
22709,validacion
22710,train
22711,train
22712,train
22713,train
22714,validacion
22715,train
22716,train
22717,train
22718,train
22719,test
22720,train
22721,train
22722,train
22723,train
22724,validacion
22725,train
22726,train
22727,train
22728,validacion
22729,train
22730,train
22731,train
22732,train
22733,test
22734,train
22735,validacion
22736,train
22737,train
22738,train
22739,test
22740,validacion
22741,train
22742,train
22743,validacion
22744,train
22745,train
22746,train
22747,test
22748,train
22749,train
22750,train
22751,validacion
22752,train
22753,train
22754,train
22755,train
22756,train
22757,train
22758,test
22759,validacion
22760,validacion
22761,validacion
22762,train
22763,train
22764,test
22765,validacion
22766,train
22767,train
22768,train
22769,validacion
22770,train
22771,test
22772,train
22773,train
22774,train
22775,train
22776,train
22777,train
22778,train
22779,validacion
22780,test
22781,train
22782,train
22783,train
22784,train
22785,train
22786,test
22787,test
22788,train
22789,train
22790,train
22791,train
22792,train
22793,train
22794,validacion
22795,train
22796,train
22797,train
22798,test
22799,train
22800,test
22801,test
22802,train
22803,train
22804,train
22805,train
22806,train
22807,train
22808,train
22809,train
22810,train
22811,train
22812,validacion
22813,train
22814,train
22815,train
22816,test
22817,train
22818,train
22819,test
22820,train
22821,test
22822,train
22823,train
22824,train
22825,train
22826,train
22827,train
22828,train
22829,train
22830,validacion
22831,train
22832,test
22833,test
22834,train
22835,validacion
22836,train
22837,train
22838,train
22839,train
22840,train
22841,validacion
22842,train
22843,train
22844,validacion
22845,train
22846,train
22847,train
22848,test
22849,train
22850,train
22851,validacion
22852,validacion
22853,train
22854,train
22855,train
22856,validacion
22857,train
22858,train
22859,train
22860,train
22861,train
22862,test
22863,train
22864,train
22865,train
22866,train
22867,train
22868,train
22869,train
22870,test
22871,train
22872,train
22873,train
22874,train
22875,train
22876,train
22877,test
22878,train
22879,train
22880,train
22881,train
22882,train
22883,train
22884,train
22885,validacion
22886,validacion
22887,test
22888,train
22889,validacion
22890,train
22891,train
22892,train
22893,test
22894,test
22895,test
22896,train
22897,train
22898,test
22899,train
22900,validacion
22901,validacion
22902,train
22903,train
22904,validacion
22905,train
22906,validacion
22907,train
22908,train
22909,validacion
22910,train
22911,train
22912,train
22913,train
22914,train
22915,train
22916,train
22917,validacion
22918,train
22919,train
22920,train
22921,train
22922,train
22923,validacion
22924,train
22925,validacion
22926,test
22927,train
22928,validacion
22929,train
22930,train
22931,train
22932,train
22933,train
22934,train
22935,validacion
22936,train
22937,validacion
22938,validacion
22939,train
22940,train
22941,train
22942,train
22943,train
22944,train
22945,train
22946,train
22947,train
22948,train
22949,train
22950,test
22951,train
22952,train
22953,train
22954,train
22955,train
22956,train
22957,validacion
22958,test
22959,train
22960,train
22961,train
22962,train
22963,train
22964,test
22965,train
22966,test
22967,train
22968,train
22969,train
22970,train
22971,train
22972,validacion
22973,train
22974,train
22975,train
22976,train
22977,train
22978,train
22979,train
22980,train
22981,test
22982,train
22983,test
22984,test
22985,train
22986,validacion
22987,test
22988,validacion
22989,train
22990,train
22991,train
22992,validacion
22993,train
22994,train
22995,train
22996,train
22997,train
22998,train
22999,train
23000,validacion
23001,train
23002,test
23003,train
23004,train
23005,validacion
23006,validacion
23007,test
23008,train
23009,train
23010,train
23011,train
23012,validacion
23013,train
23014,test
23015,train
23016,train
23017,train
23018,train
23019,train
23020,train
23021,train
23022,train
23023,train
23024,train
23025,train
23026,train
23027,train
23028,train
23029,train
23030,validacion
23031,validacion
23032,train
23033,train
23034,validacion
23035,validacion
23036,validacion
23037,test
23038,validacion
23039,train
23040,train
23041,train
23042,train
23043,train
23044,train
23045,train
23046,train
23047,train
23048,train
23049,train
23050,train
23051,train
23052,train
23053,test
23054,train
23055,test
23056,train
23057,test
23058,train
23059,train
23060,train
23061,train
23062,train
23063,test
23064,test
23065,train
23066,train
23067,train
23068,train
23069,train
23070,train
23071,test
23072,train
23073,test
23074,train
23075,train
23076,train
23077,test
23078,train
23079,train
23080,train
23081,validacion
23082,test
23083,train
23084,train
23085,train
23086,train
23087,train
23088,train
23089,test
23090,train
23091,train
23092,train
23093,validacion
23094,validacion
23095,train
23096,train
23097,train
23098,validacion
23099,train
23100,train
23101,train
23102,validacion
23103,train
23104,test
23105,validacion
23106,validacion
23107,train
23108,train
23109,validacion
23110,train
23111,train
23112,train
23113,train
23114,train
23115,train
23116,train
23117,train
23118,validacion
23119,train
23120,train
23121,test
23122,train
23123,train
23124,train
23125,train
23126,train
23127,validacion
23128,train
23129,validacion
23130,train
23131,validacion
23132,test
23133,train
23134,test
23135,train
23136,train
23137,train
23138,test
23139,validacion
23140,test
23141,train
23142,test
23143,validacion
23144,train
23145,train
23146,test
23147,validacion
23148,train
23149,validacion
23150,train
23151,test
23152,validacion
23153,train
23154,train
23155,train
23156,validacion
23157,train
23158,train
23159,validacion
23160,train
23161,train
23162,test
23163,train
23164,train
23165,train
23166,train
23167,validacion
23168,train
23169,validacion
23170,train
23171,train
23172,train
23173,train
23174,train
23175,train
23176,train
23177,test
23178,train
23179,train
23180,train
23181,validacion
23182,test
23183,train
23184,train
23185,train
23186,train
23187,train
23188,train
23189,test
23190,train
23191,validacion
23192,test
23193,train
23194,train
23195,test
23196,validacion
23197,test
23198,train
23199,train
23200,train
23201,test
23202,train
23203,train
23204,test
23205,train
23206,validacion
23207,test
23208,test
23209,test
23210,train
23211,validacion
23212,train
23213,train
23214,train
23215,train
23216,train
23217,train
23218,train
23219,train
23220,train
23221,train
23222,train
23223,train
23224,validacion
23225,train
23226,train
23227,train
23228,test
23229,train
23230,train
23231,test
23232,train
23233,validacion
23234,test
23235,train
23236,train
23237,train
23238,train
23239,train
23240,train
23241,train
23242,test
23243,train
23244,validacion
23245,train
23246,train
23247,train
23248,train
23249,validacion
23250,validacion
23251,validacion
23252,train
23253,train
23254,train
23255,train
23256,train
23257,train
23258,train
23259,train
23260,train
23261,train
23262,validacion
23263,train
23264,test
23265,train
23266,test
23267,train
23268,train
23269,validacion
23270,train
23271,train
23272,train
23273,train
23274,test
23275,train
23276,train
23277,validacion
23278,train
23279,validacion
23280,train
23281,test
23282,validacion
23283,validacion
23284,validacion
23285,test
23286,train
23287,test
23288,test
23289,train
23290,train
23291,train
23292,test
23293,train
23294,train
23295,train
23296,train
23297,test
23298,train
23299,train
23300,train
23301,train
23302,validacion
23303,validacion
23304,train
23305,train
23306,train
23307,train
23308,train
23309,train
23310,train
23311,train
23312,train
23313,train
23314,test
23315,test
23316,train
23317,train
23318,train
23319,train
23320,train
23321,validacion
23322,train
23323,validacion
23324,validacion
23325,train
23326,train
23327,train
23328,train
23329,train
23330,train
23331,train
23332,train
23333,train
23334,train
23335,train
23336,validacion
23337,train
23338,train
23339,train
23340,test
23341,train
23342,train
23343,validacion
23344,test
23345,test
23346,train
23347,train
23348,train
23349,train
23350,train
23351,train
23352,train
23353,train
23354,train
23355,train
23356,train
23357,train
23358,train
23359,train
23360,validacion
23361,train
23362,train
23363,train
23364,validacion
23365,validacion
23366,test
23367,train
23368,test
23369,test
23370,train
23371,train
23372,train
23373,train
23374,test
23375,validacion
23376,train
23377,train
23378,train
23379,train
23380,train
23381,train
23382,train
23383,train
23384,train
23385,train
23386,train
23387,train
23388,train
23389,test
23390,validacion
23391,train
23392,train
23393,test
23394,test
23395,test
23396,validacion
23397,validacion
23398,train
23399,train
23400,train
23401,train
23402,train
23403,train
23404,validacion
23405,validacion
23406,train
23407,test
23408,validacion
23409,train
23410,train
23411,train
23412,test
23413,train
23414,train
23415,train
23416,train
23417,train
23418,validacion
23419,train
23420,train
23421,test
23422,train
23423,validacion
23424,train
23425,train
23426,test
23427,train
23428,train
23429,validacion
23430,train
23431,train
23432,train
23433,train
23434,train
23435,train
23436,train
23437,validacion
23438,train
23439,train
23440,validacion
23441,train
23442,test
23443,test
23444,train
23445,train
23446,train
23447,train
23448,train
23449,validacion
23450,test
23451,train
23452,train
23453,validacion
23454,train
23455,test
23456,train
23457,train
23458,train
23459,validacion
23460,train
23461,train
23462,train
23463,train
23464,train
23465,train
23466,train
23467,train
23468,train
23469,train
23470,test
23471,test
23472,train
23473,train
23474,test
23475,train
23476,train
23477,train
23478,train
23479,train
23480,test
23481,train
23482,train
23483,validacion
23484,test
23485,train
23486,test
23487,test
23488,test
23489,train
23490,validacion
23491,test
23492,test
23493,train
23494,train
23495,train
23496,train
23497,train
23498,train
23499,train
23500,validacion
23501,validacion
23502,validacion
23503,train
23504,test
23505,train
23506,train
23507,train
23508,train
23509,test
23510,validacion
23511,test
23512,train
23513,train
23514,train
23515,train
23516,train
23517,train
23518,train
23519,validacion
23520,test
23521,train
23522,train
23523,validacion
23524,train
23525,train
23526,train
23527,validacion
23528,train
23529,train
23530,test
23531,train
23532,validacion
23533,train
23534,train
23535,train
23536,train
23537,train
23538,test
23539,validacion
23540,test
23541,train
23542,train
23543,validacion
23544,train
23545,test
23546,test
23547,validacion
23548,train
23549,validacion
23550,test
23551,train
23552,test
23553,train
23554,train
23555,validacion
23556,train
23557,train
23558,train
23559,train
23560,train
23561,train
23562,train
23563,train
23564,test
23565,train
23566,validacion
23567,train
23568,train
23569,train
23570,train
23571,test
23572,train
23573,validacion
23574,train
23575,train
23576,train
23577,train
23578,train
23579,train
23580,train
23581,train
23582,test
23583,test
23584,train
23585,validacion
23586,train
23587,train
23588,train
23589,train
23590,test
23591,train
23592,validacion
23593,train
23594,train
23595,test
23596,train
23597,test
23598,test
23599,train
23600,train
23601,train
23602,train
23603,train
23604,train
23605,train
23606,train
23607,train
23608,train
23609,test
23610,train
23611,train
23612,test
23613,train
23614,train
23615,train
23616,train
23617,train
23618,train
23619,train
23620,validacion
23621,validacion
23622,train
23623,validacion
23624,train
23625,train
23626,train
23627,train
23628,train
23629,validacion
23630,train
23631,validacion
23632,validacion
23633,train
23634,train
23635,train
23636,test
23637,test
23638,validacion
23639,train
23640,train
23641,train
23642,test
23643,train
23644,train
23645,train
23646,train
23647,test
23648,train
23649,train
23650,test
23651,train
23652,train
23653,train
23654,train
23655,validacion
23656,train
23657,test
23658,train
23659,train
23660,test
23661,test
23662,train
23663,train
23664,train
23665,train
23666,train
23667,train
23668,train
23669,test
23670,train
23671,validacion
23672,train
23673,train
23674,train
23675,train
23676,train
23677,test
23678,test
23679,train
23680,train
23681,train
23682,test
23683,train
23684,train
23685,validacion
23686,train
23687,train
23688,test
23689,train
23690,train
23691,validacion
23692,train
23693,train
23694,validacion
23695,test
23696,train
23697,train
23698,validacion
23699,train
23700,test
23701,test
23702,validacion
23703,validacion
23704,validacion
23705,train
23706,validacion
23707,train
23708,train
23709,train
23710,validacion
23711,train
23712,test
23713,test
23714,train
23715,train
23716,test
23717,train
23718,train
23719,train
23720,train
23721,train
23722,test
23723,train
23724,train
23725,train
23726,validacion
23727,train
23728,train
23729,train
23730,validacion
23731,train
23732,train
23733,train
23734,train
23735,train
23736,train
23737,train
23738,train
23739,train
23740,validacion
23741,train
23742,train
23743,test
23744,train
23745,train
23746,train
23747,train
23748,train
23749,train
23750,test
23751,train
23752,train
23753,train
23754,train
23755,validacion
23756,train
23757,validacion
23758,train
23759,train
23760,train
23761,train
23762,train
23763,test
23764,train
23765,train
23766,test
23767,test
23768,train
23769,train
23770,train
23771,train
23772,train
23773,train
23774,train
23775,train
23776,train
23777,train
23778,train
23779,train
23780,train
23781,train
23782,validacion
23783,train
23784,train
23785,train
23786,train
23787,train
23788,train
23789,train
23790,train
23791,test
23792,train
23793,train
23794,train
23795,train
23796,validacion
23797,test
23798,train
23799,train
23800,test
23801,validacion
23802,train
23803,test
23804,validacion
23805,train
23806,test
23807,train
23808,test
23809,test
23810,train
23811,train
23812,train
23813,train
23814,validacion
23815,train
23816,validacion
23817,test
23818,train
23819,train
23820,train
23821,train
23822,test
23823,train
23824,train
23825,train
23826,train
23827,train
23828,validacion
23829,train
23830,train
23831,train
23832,train
23833,train
23834,train
23835,validacion
23836,train
23837,test
23838,train
23839,train
23840,train
23841,train
23842,train
23843,train
23844,train
23845,train
23846,train
23847,train
23848,train
23849,train
23850,validacion
23851,train
23852,validacion
23853,train
23854,train
23855,train
23856,test
23857,train
23858,train
23859,train
23860,validacion
23861,train
23862,train
23863,test
23864,test
23865,train
23866,train
23867,validacion
23868,train
23869,train
23870,train
23871,train
23872,train
23873,train
23874,train
23875,test
23876,validacion
23877,train
23878,train
23879,train
23880,train
23881,train
23882,train
23883,test
23884,train
23885,validacion
23886,train
23887,train
23888,test
23889,train
23890,train
23891,train
23892,train
23893,test
23894,train
23895,train
23896,train
23897,train
23898,train
23899,test
23900,train
23901,train
23902,train
23903,train
23904,train
23905,train
23906,train
23907,train
23908,train
23909,validacion
23910,train
23911,train
23912,test
23913,train
23914,test
23915,train
23916,train
23917,test
23918,train
23919,train
23920,test
23921,train
23922,train
23923,test
23924,train
23925,validacion
23926,train
23927,train
23928,train
23929,train
23930,train
23931,train
23932,train
23933,train
23934,test
23935,train
23936,validacion
23937,train
23938,train
23939,validacion
23940,train
23941,train
23942,validacion
23943,train
23944,train
23945,train
23946,train
23947,train
23948,train
23949,train
23950,train
23951,train
23952,train
23953,train
23954,validacion
23955,train
23956,test
23957,train
23958,train
23959,train
23960,train
23961,train
23962,test
23963,train
23964,validacion
23965,test
23966,train
23967,test
23968,validacion
23969,train
23970,train
23971,train
23972,train
23973,test
23974,train
23975,train
23976,train
23977,train
23978,test
23979,validacion
23980,validacion
23981,test
23982,train
23983,train
23984,train
23985,validacion
23986,train
23987,train
23988,train
23989,train
23990,train
23991,train
23992,train
23993,test
23994,train
23995,train
23996,validacion
23997,train
23998,train
23999,train
24000,train
24001,test
24002,validacion
24003,train
24004,train
24005,train
24006,train
24007,train
24008,train
24009,train
24010,test
24011,test
24012,train
24013,train
24014,train
24015,train
24016,validacion
24017,train
24018,test
24019,train
24020,train
24021,test
24022,validacion
24023,test
24024,train
24025,train
24026,validacion
24027,test
24028,test
24029,train
24030,test
24031,train
24032,train
24033,train
24034,train
24035,train
24036,train
24037,train
24038,train
24039,train
24040,test
24041,train
24042,train
24043,train
24044,validacion
24045,train
24046,train
24047,train
24048,validacion
24049,test
24050,train
24051,test
24052,validacion
24053,train
24054,train
24055,validacion
24056,train
24057,test
24058,train
24059,train
24060,train
24061,train
24062,train
24063,train
24064,train
24065,train
24066,train
24067,train
24068,train
24069,train
24070,train
24071,train
24072,test
24073,train
24074,train
24075,train
24076,train
24077,train
24078,train
24079,validacion
24080,validacion
24081,test
24082,train
24083,train
24084,train
24085,train
24086,test
24087,train
24088,train
24089,validacion
24090,validacion
24091,train
24092,train
24093,train
24094,train
24095,test
24096,validacion
24097,train
24098,test
24099,train
24100,train
24101,test
24102,train
24103,test
24104,train
24105,test
24106,test
24107,train
24108,train
24109,train
24110,validacion
24111,test
24112,train
24113,train
24114,train
24115,train
24116,train
24117,train
24118,test
24119,train
24120,validacion
24121,train
24122,train
24123,train
24124,train
24125,train
24126,train
24127,test
24128,validacion
24129,train
24130,train
24131,train
24132,train
24133,train
24134,validacion
24135,validacion
24136,train
24137,train
24138,train
24139,train
24140,test
24141,train
24142,train
24143,train
24144,test
24145,train
24146,test
24147,train
24148,train
24149,test
24150,test
24151,train
24152,test
24153,validacion
24154,train
24155,train
24156,train
24157,train
24158,train
24159,train
24160,train
24161,test
24162,train
24163,validacion
24164,train
24165,train
24166,validacion
24167,train
24168,train
24169,test
24170,train
24171,train
24172,validacion
24173,test
24174,train
24175,train
24176,train
24177,train
24178,train
24179,test
24180,validacion
24181,test
24182,train
24183,validacion
24184,train
24185,train
24186,train
24187,test
24188,train
24189,train
24190,train
24191,train
24192,train
24193,validacion
24194,train
24195,test
24196,test
24197,validacion
24198,train
24199,train
24200,train
24201,train
24202,train
24203,train
24204,validacion
24205,validacion
24206,validacion
24207,train
24208,validacion
24209,train
24210,train
24211,train
24212,train
24213,test
24214,train
24215,train
24216,train
24217,train
24218,train
24219,train
24220,train
24221,test
24222,train
24223,train
24224,train
24225,train
24226,train
24227,train
24228,train
24229,train
24230,test
24231,test
24232,train
24233,test
24234,train
24235,train
24236,train
24237,test
24238,train
24239,test
24240,train
24241,train
24242,train
24243,test
24244,train
24245,train
24246,train
24247,train
24248,train
24249,train
24250,train
24251,train
24252,train
24253,train
24254,train
24255,train
24256,train
24257,train
24258,train
24259,train
24260,train
24261,train
24262,train
24263,train
24264,train
24265,train
24266,train
24267,validacion
24268,train
24269,train
24270,test
