indice_archivo_original,grupo_perfil,sha256_perfil,fold,conjunto
291,264,0b1f33ae5cd9332ffc04a8a3af1d7a7edd2540954a75fc96abccb287f34edd7c,1,validacion
292,265,8b8237df631a4467fe1d7ca7e8c846aaa35f72687594118b1ba9032b67505d3f,0,test
293,266,9a95198a08f6ed3a0a4938c51d3e35304f72aaffba61fc78c94837fb9017449e,2,train
294,267,2ceae0a13db4d0e2bb3fd3f0c5210e6f2e9ab0ebf436383d7068e96a9cad88fd,4,train
295,268,22b777f01b91e9956ffa9bd1e28763b6b761621d9aff47b01b816335e74e535c,5,train
296,269,205922c59cf01733eeaf693479ef8827ee340c5c4d2be489e07b8172a1de9d66,6,train
297,270,a2e2a4de9aab3ba1168b6ed16bd8d6b6eb07f1513da167d0d2eee9801d3e10c6,3,train
298,271,456c1e28ef8e99355ff5594a0c0adf7d7960e9e961158f12891743aabab06448,0,test
299,272,a39fea63d01159a677053c208a7f9b656aabdd9b11e52586935cb47aba2f1121,1,validacion
300,273,a7e657b6cd6a69f75bcdf157289d1b086d9117c29833d1aeb312f1e375b55339,2,train
301,274,d812c727574a5a17748226ff9a7d39c7c057be162512c8c9921fcd7e76cb9d70,4,train
302,275,69611d8776ce65dc672d858e5a360f321a110e96045863d6c549c5c23d27ff4f,3,train
303,276,083c3440f524c796637fea3741548bd12355192abf15badd603e113fb2c0d85c,4,train
304,277,696f5f854a689143f2fd9df0a7d213d7c127eb4f2dc7d9aca59b9c0cac516b6c,6,train
305,278,2fc66ca40fdaff0ba74259afbabbb8c5c37aa471e60af76a522a2300513d463a,5,train
306,279,dce09139b2a076cfcb3f3bffc6a148d6919bf28e05473e5c64f7a78dcedddeb6,0,test
307,280,965783f34a79693881d329b64c698dd1ea3265aac679c1c9007f95f9a7067a37,1,validacion
308,281,3e7e6546962fa30ffce214392041e83a82fd95cadbb5cb17f558b1d8b73667bd,2,train
309,282,f4f94646726b91f280177026657331c30e66b52fec97638da494e6593eece246,3,train
310,283,ef536407df2e790246ee7c887ed4de2c592d1be0a4b2bb4cbf1b88a5dbad4d50,4,train
311,284,90b2c6cdfbfd1c3e7f7bd1a41aa2dfbe7c930f989386d70448890e1abfc36714,5,train
312,285,76de3fb34aa4cd1c1ac58d627f77af8108728060c0f9391ef8dac0b56ec235b9,6,train
313,286,a6d85767558640356990e23380c1878741835a2ef38f517a2531c699a368c901,0,test
314,287,47eebb7f140c2ee28d5a04142908e557d70f62d9e6575b77de928b66be205129,3,train
315,288,edd9f6a61112154a5eeee389e4625f3321b45fc715306937b0e61b5a8ee98312,6,train
316,289,4f76576e6cd249927a818510f1dc790d4026d189f2988464879f7702ec83c7a6,1,validacion
317,290,59b34af299382dfc2e0272146f7161f7e5c66e783652dfcd2e3ee65ab5fd0ef3,2,train
318,291,4ff1a4769ab598e3cec74e3fcf7c0dbdd987a5fecaeeca0689748ac2d8f19183,4,train
319,292,da3440f65206d2d8bcfbfa417fc197a9b792ee2038b1ed10b84d2060819bc32c,5,train
320,293,8be847c720cc087f1189208edae0859218df7e6e789ad276310703e263e5730b,0,test
321,294,669632036f362e897c518cf822aaf464bab85eb02ffd3f60d151cd66ba7c3cb5,2,train
322,295,de9494cc5fd99f6110f719e4eabe2bbaf66c43d465ab7311d7542a9b2395fb57,4,train
323,296,afe33d1331a629df277f39bd71f0137f089a4e684d21ab695c2d4f714c79fc1b,1,validacion
324,297,d8c3d93e0f7be69bfe400bea30d7f97bc79eef5c0c7ded0441d4ce79fe548c8c,3,train
325,298,6ca6cc3b00a85d9a4aedcd46646cc4fa744a7599aea6fce74cfca10b914bddeb,5,train
326,299,0d504da00c8cc26a905f6f6ea6ad22b404719a9a514cc774f58e9b35ea7372b8,6,train
327,300,d18a7020aee35c35270f9f9d36fd8b88c23ea4d906ce667d8a616649c418aa39,0,test
328,301,d676dd796c467bdb34aebddb20ff7f2afa678eedd22248fff333e01f784b0eb6,2,train
329,302,3f268ee3acb6f56b8c3edc9352c3d9a48dca3a3afa579d4310ba3c1644fa139b,4,train
330,303,916efef87231f580b48e335f91abe3d3eac3d36d80520e6ca5b6690a3c1560b7,1,validacion
331,304,7d9f1577b2bdb7768428617e6fc2b1e76564ceba6e44bd56c55123e60f54c1a7,3,train
332,305,f69cd78be21ed5b09677b6c04cdce73fb03c11a077a09cd6ff22c40c7233b186,5,train
333,306,f2bf25f3d8b779ce3d0ee08a5d19a3bb0b60263f834f5f5e146c4dc448efa700,6,train
334,307,318eea14aa696c2fdd086f53260ebbb55b2cf223d0a4324abd0a044ca74d2058,0,test
335,308,40cd8fbb74249136a910faebdd2377741bfb4014af9845640e4a16d4f5bdb387,2,train
336,309,76fa16728db20923d27f3f55db72e520d87926822debb6fbebeaaf8cf3c1ecda,3,train
337,310,acfc179f780d47c3c6936d803b93b65906b0b989dcbdafdba383471ea92ab00b,4,train
338,311,d26168630077eae4099e87079da5cfe3f77c8050099b1359d8b5d89fc127f584,5,train
339,312,7cf8f5d3eaa7d6dbae897d86da6d70b6dae80ca5a840287a306bc34da4dd43d2,1,validacion
340,313,f84158b77b9df1ac59fbd92b081891869c57bb00cd86687932cbbae56ececb2e,6,train
341,314,502b434a4ad86ef3b7c7ee8358cb7c4ca40e2dca246cc490c76f51c00ca792b8,0,test
342,315,39542d1335cba04f449caced4948804e1a6afab68b7527d65e337c8dceb01d4d,1,validacion
343,316,b7c7b19f6f48c7eb96dd4af4faac912bb0429d49ada82683215aa913b4ff52c8,2,train
344,317,24d384624c5b135ddae8b0bbb8cfc3f8c74eee31c4e4ea729566059c204aefc5,5,train
345,318,0243eec41c734fd4514afe36aaaac61e89c5d14e9157944bb18d3f10c866cb76,3,train
346,319,939bf8ef7920e907414ab91bd5211498b12d49d00077dc74954bbcd328ab8288,4,train
347,320,7611e710f8757512ee3a1628997807a88d26948a5cbb01cdf31c00a1f545fc1a,6,train
348,321,ff313e45e58ff6cf6b0b85fe3df79e42ca32cabd95253b2925a98601fcbaf6ec,3,train
349,322,e7227329794a1f8012e7a126da1e45a3f6ab4ba5a13afade1a6d15771547911d,4,train
350,323,03b06fcce150d1174c110c4952bb0b7295c6400c4fee636d1072cdff19cd8777,0,test
351,324,42783cb5b982518d6a990a2a9cb8558ce223217199cde4ebafdd99772fa61074,1,validacion
352,325,f161a432906e7a186e5a60d337ef85f5d8f39a145e224dde98db90e22f2e7fcf,2,train
353,326,597b2db10afbf77551660906e64d676ec1540ff4d612aece50683e213cfacd4d,5,train
354,327,e38e0bbe116f506c3204b5b294baae6a32d98df9e3867c00d936b39cd6ad3c54,6,train
355,328,b25f8446e4bca9ac782c049922a71031e8a94faeb4dec5a704d4aa274981facd,2,train
356,329,d13dec517ac57ee6d5bd9b978911d7e4f0fc04412908b0a34ff0012b018f3cce,3,train
357,330,c46a1187a517d86bff31d6b59be4231315f17f94ed15afb7c647fed1e98c7c72,4,train
358,331,1591224b474733db8e6a481c582951165ccc265f7d2ebe73b2b2445ed247d0f9,5,train
359,332,49e57d8377a08df6da2264cfa772445bc9800f8c7509dbd87c727609d839e0f3,0,test
360,333,5001dec5c5508dfe20c133b82a657e2a4aaf941d15b58b8c6e03813527c5eac3,1,validacion
361,334,681d995dce50b75b9e5f162f7c9343070768689fefd2f4d851defedc09ab36a7,6,train
362,335,e42f9cb9c7ef51cc4bf0c6ba589bc2067518c1bfbcb1a40c0d7422d1b57c77c0,6,train
363,336,e03df659529f31545b49187b195bdc5e266db973bb3c25a02a4aa31790ac768d,2,train
364,337,89766268c8045a1afcc1e23fd6a36d3e3a9f0fc025aa44d018f2123242d90790,0,test
365,338,0cce3251cbcf26b4f22ffa58a6406fb575a5bfe1edfa561d5c2624f760a81441,3,train
366,339,78e7b7eb143f9a3508f31401807321d4c0e4807e2771bbdb802498af9c419f2a,1,validacion
367,340,5020ab3195fc2545051e78d0ad08349e4f52cb351020d8f944a85196eb78d2bb,4,train
368,341,8c5891ba65ccf03f450aa75b8d3a2d42e2eac7edb4ac3089758e41257d2958ef,5,train
369,342,7588719701db85fc07f3dfad08ea640f89e9cc7879c8c319a9374c741eba134d,0,test
370,343,f573f58eb8e6355708ddf4c3e941d32ee868a4d3307e137be6a3a460d6d6c744,1,validacion
371,344,570686cfd6766a5763b25ee9614ab9b0710fe80cc707656a5a990e22d0eb2c2c,2,train
372,345,d000cccef772a08599ddf32338892e00cd4e5762bb9b58c9f552fbc1d1ff3a37,5,train
373,346,2de132a4d49733d77650e6b98268ddc026db40abbfbd58d9e099fdf85e8f4f1d,3,train
374,347,1c25848b7abceeaaa466b4281c5dc67f78cd0aef94108152f65b9d2ff691a80d,4,train
375,348,739ffef052dd5616af20f061593e71b16760bda2b9d5dcba9d98ddf2e6e27713,6,train
376,349,65f7702a661d7771e8b80af5f22e15533135359a92a29b31e2d3d228c0a33d6d,3,train
377,350,adc87a5cd6737c2ad813c80561d2c13a312f0e58299a75db355bcba223a3ae94,6,train
378,351,bdc759eeba82e2ff238308e103ae93a5ebe37fccc0bc50aab57fbe99fc7eded8,2,train
379,352,e430711fcaf465936e822668137f713baf394b3f464284c8304c3663aea8537c,0,test
380,353,1c8fb38a02f781326e7f0fbe4be14db04ef13b7d6a48cbb884af2e04b0638ffc,1,validacion
381,354,1d1e9b708676f894f31ad0cd565cc25851ea1435afd18b781cfa107fa920a269,4,train
382,355,6aeea30a2a66465ac1ea16dbfde5ac6402401e9be7674abd93756ac3b0b8f5cc,5,train
